Tiêu đề,Nguyên liệu,Sơ chế,Thực hiện,Cách dùng,Mách nhỏ,Thực đơn,Lời khuyên
Cá he kho rệu,"Cá he: 3 con (400g/con, có thể thay bằng cá mè dinh), Mía cây chẻ: 1 đoạn mía 5 dm (5 tấc), Dừa tươi: 1 trái, Ớt hiểm xanh: 4 trái, Ớt hiểm đỏ: 4 trái, Tiêu xanh, ĂN KÈM:	Rau ghém, cơm trắng, Gia vị: 	Nước mắm, đường, hành tỏi băm, tiêu, đầu hành, dầu ăn, màu dầu điều, muối, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Heo, Cá he: 3 con (400g/con, có thể thay bằng cá mè dinh), Mía cây chẻ: 1 đoạn mía 5 dm (5 tấc), Dừa tươi: 1 trái, Ớt hiểm xanh: 4 trái, Ớt hiểm đỏ: 4 trái, Tiêu xanh, ĂN KÈM:	Rau ghém, cơm trắng, Gia vị: 	Nước mắm, đường, hành tỏi băm, tiêu, đầu hành, dầu ăn, màu dầu điều, muối, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Heo","Sơ chế cá sạch để nguyên vẩy, móc hết ruột, cạo sạch màng đen trong bụng cá. Áp chảo cá với ít đầu hành cho vẩy vừa giòn 2 mặt. Giã 5 cái đầu hành, 1m muối, 4 trái ớt, 1M hành tỏi, 1/2m tiêu, 1.5M đường, 1m Bột ngọt AJI-NO-MOTO®, 2m Hạt nêm Aji-ngon® HEO. Ướp cá với 3M nước mắm, hỗn hợp gia vị giã, 2M dầu điều 30 phút.","Lót mía vào nồi áp suất. Xếp cá lên mía, trên mặt cá để tiêu xanh, ớt hiểm xanh đỏ. Thêm nước 1 trái dừa tươi và nước nóng cho ngập qua cá 3 – 4cm. Đậy vung nồi áp suất, bắc lên bếp kho khoảng 2h lửa nhỏ cho cá chín mềm.","Tắt lửa, múc cá ra dĩa. Còn nước cá để riêng chấm rau ghém, rau luộc. Ăn kèm cơm trắng, rau ghém các loại. Món canh ngon đi kèm bữa cơm ngon hơn:Canh chùm ngây sườn non",✅ Giã hỗn hợp gia vị ướp vào cá cho thấm vị trước khi kho giúp cá ngon và chắc thịt.✅ Nên cạo sạch màng đen trong bụng cá để cá không có mùi hôi rong.✅ Lót mía vào đáy nồi để tránh hiện tượng sít nồi và tăng hương vị cho món ăn.,,
Chả cá thì là,"Phi lê cá thác lác: 200g, Thịt nạc dăm: 50g, Mỡ heo: 50g, Thì là: 2 cây, Lòng trắng trứng gà: 1 quả, Bột năng:	 1M, Đầu hành hoa: 3 cây, Muối, tiêu, dầu ăn, tương ớt, Bột ngọt AJI-NO-MOTO®, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Phi lê cá thác lác: 200g, Thịt nạc dăm: 50g, Mỡ heo: 50g, Thì là: 2 cây, Lòng trắng trứng gà: 1 quả, Bột năng:	 1M, Đầu hành hoa: 3 cây, Muối, tiêu, dầu ăn, tương ớt, Bột ngọt AJI-NO-MOTO®, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản",,,"Xếp cá viên chiên ra dĩa, khi ăn chấm với Xốt Mayonnaise “Aji-mayo” trộn tương ớt Món ăn ngon đi kèm:Mì EFU xào nấm trà","Tán cá thác lác càng lâu, thịt cá càng dai và ngon hơn.Thêm lòng trắng trứng giúp chả cá kết dính các nguyên liệu và mịn hơn.Chiên cá lửa vừa để chả cá chín đều bên trong, khi chả cá nổi lên trên và có màu vàng đậm là chả cá chín.",,
Vây cá hồi xốt kem Mayo,"Vây cá hồi : 300g, Hành tây : 1/2 củ, Kem sữa tươi : 100ml, Xà lách : 100g, Bột mì : 2M, Nước cốt chanh : 1M, Bơ lạt : 2M, Rượu vang trắng, dầu ăn, đường, muối, Ngò tây, cà chua bi, Hạt nêm Aji-ngon® Heo, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Vây cá hồi : 300g, Hành tây : 1/2 củ, Kem sữa tươi : 100ml, Xà lách : 100g, Bột mì : 2M, Nước cốt chanh : 1M, Bơ lạt : 2M, Rượu vang trắng, dầu ăn, đường, muối, Ngò tây, cà chua bi, Hạt nêm Aji-ngon® Heo, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản",,,,"Tẩm vây cá hồi qua bột mì giúp vây cá giòn và giữ được độ ngọt của cá khi chiên.Khi cho bột mì và kem vào ở giai đoạn nấu xốt, ta nên nấu lửa nhỏ để bột mì nở hết mà xốt không bị khét.",,
Bánh khoai môn đút lò,"Thịt cua  100g, Khoai môn cao  300g, Bông cải xanh  30g, Cà rốt  30g, Ngò rí  2 cây, Trứng gà  1 quả, Tỏi băm, Bột xù, tiêu, dầu ăn, Hạt nêm Aji-ngon® Heo, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Thịt cua  100g, Khoai môn cao  300g, Bông cải xanh  30g, Cà rốt  30g, Ngò rí  2 cây, Trứng gà  1 quả, Tỏi băm, Bột xù, tiêu, dầu ăn, Hạt nêm Aji-ngon® Heo, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản","Khoai môn cao hấp chín, dùng nĩa tán nhuyễn. Bông cải xanh, cà rốt luộc chín, băm nhuyễn. Ngò rí cắt nhuyễn. Trứng gà lấy lòng đỏ, khuấy tan.",,"Lấybánh khoai mônra dĩa, trang trí xốt Mayonnaise Aji-mayo® lên mặt bánh. Dùng nóng.",Hấp khoai để khoai ráo và dễ tạo hình hơn.Phết trứng lên mặt bánh để khi nướng xong bánh vàng và thơm ngon.,,
Cá hồi nướng lá thơm,"Cá hồi: 200g (lựa miếng phi lê dày, cân đối), Lá thơm (lọ gia vị lá thơm): 1.5m, Ớt chuông đỏ: 1 trái, Lá quế: 10g, Hạt hạnh nhân: 10 hạt, ĂN KÈM:	salad, cà chia bi, Gia vị: 	dầu oliu, dầu ăn, nước tương, giấm gạo, muối, đường, tỏi băm, Xốt Mayonnaise Aji-mayo® Vị Ngọt Dịu, Cá hồi: 200g (lựa miếng phi lê dày, cân đối), Lá thơm (lọ gia vị lá thơm): 1.5m, Ớt chuông đỏ: 1 trái, Lá quế: 10g, Hạt hạnh nhân: 10 hạt, ĂN KÈM:	salad, cà chia bi, Gia vị: 	dầu oliu, dầu ăn, nước tương, giấm gạo, muối, đường, tỏi băm, Xốt Mayonnaise Aji-mayo® Vị Ngọt Dịu",,"Làm nóng chảo với ít dầu ăn, áp chảo cá hồi đến khi chín đều hai mặt.","Xếp cá hồi ra dĩa, trang trí thêm xà lách, cà chua bi, rưới xốt. Khi ăn chấm thêm xốt đã pha. Món ăn ngon đi kèm:Súp thanh cua hạt chia",Nướng ớt chuông sém mặt để ớt đỡ hăng và có độ ngọt thơm ngon.Ướp cá hồi với Mayonniase giúp cá hồi béo và thơm hơn khinướng.Áp chảo phần da cá trước để miếng cá được thẳng và thơm ngon.,,
Trứng cút xào chua ngọt,"Trứng cút: 10 quả, Hành tây: 1/4 củ, Nấm mèo ngâm: 4 tai, Ớt chuông đỏ : 1/4 trái, Bắp non : 100g, Cà chua : 1 trái, RAU NÊM: Hành lá, rau răm, hành tím cắt lát, ĂN KÈM:	cơm, Gia vị: Đường, tiêu, tương ớt, dầu hào, dầu ăn, Giấm gạo lên men ""Ajinomoto"", Gia vị nêm sẵn Aji-Quick® Bột tẩm khô chiên giòn, Trứng cút: 10 quả, Hành tây: 1/4 củ, Nấm mèo ngâm: 4 tai, Ớt chuông đỏ : 1/4 trái, Bắp non : 100g, Cà chua : 1 trái, RAU NÊM: Hành lá, rau răm, hành tím cắt lát, ĂN KÈM:	cơm, Gia vị: Đường, tiêu, tương ớt, dầu hào, dầu ăn, Giấm gạo lên men ""Ajinomoto"", Gia vị nêm sẵn Aji-Quick® Bột tẩm khô chiên giòn",,,"Cho món ăn ra dĩa, rắc tiêu lên trên. Dùng nóng với cơm. Món ăn ngon đi kèm:Gỏi gà dưa leo","Khi luộc trứng cút cho vào nước 1 ít muối, luộc từ nước lạnh giúp trứng dễ bóc vỏ và không bị vỡ.Tẩm bột trứng cút để sau khi xào xốt bám đều vào trứng",,
Ốc xào lăn lá cách,"Thịt ốc lác	300g, Bạc hà	1 bẹ, Lá cách	1 chén, Nước cốt dừa	1 chén, Bún tàu	2M, Nấm mèo	1M, Hành tây	1/2 củ, Ớt sừng 	1 trái, Sả cây	3 cây, Đầu hành lá	5 cọng, Rau nêm: Ngò gai, rau om, Gia vị: Đậu phộng rang, bột càri, hành tỏi băm, sả băm, đường, muối, dầu ăn, Hạt nêm Aji-ngon® Gà, Thịt ốc lác	300g, Bạc hà	1 bẹ, Lá cách	1 chén, Nước cốt dừa	1 chén, Bún tàu	2M, Nấm mèo	1M, Hành tây	1/2 củ, Ớt sừng 	1 trái, Sả cây	3 cây, Đầu hành lá	5 cọng, Rau nêm: Ngò gai, rau om, Gia vị: Đậu phộng rang, bột càri, hành tỏi băm, sả băm, đường, muối, dầu ăn, Hạt nêm Aji-ngon® Gà",,"Phi thơm sả cây đập giập và 1M hành tỏi với 2M dầu ăn, xào săn ốc, thêm nước cốt dừa, bạc hà, bún tàu, nấm mèo và hành tây. Nấu sôi 1 phút, nêm 1m đường, 1m Hạt nêm Aji-ngon® Gà, thêm ớt sừng, lá cách và đầu hành lá vào. Tắt lửa.",,"Ốc lác có độ giòn, giúp món ăn ngon hơn.Chọn lá cách bánh tẻ, không già cũng không non là ngon nhất.Ngâm ốc với nước vo gạo để ốc sạch nhớt.",,
Viên chả mực chiên giòn,"Mực lá dày   250g, Râu mực   1 cái, Giò sống    100g, Mỡ gáy     20g, Bắp non    50g, Trứng gà   1 quả, Bánh mì sandwich lạt  5 lát, Bột xù    2M, Cà chua bi, ớt sừng băm, thì là, ngò rí, ĂN KÈM:   Salad, cà chua bi, Gia vị:  Đường, dầu ăn, tương ớt xí muội, Hạt nêm Aji-ngon® Heo, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Mực lá dày   250g, Râu mực   1 cái, Giò sống    100g, Mỡ gáy     20g, Bắp non    50g, Trứng gà   1 quả, Bánh mì sandwich lạt  5 lát, Bột xù    2M, Cà chua bi, ớt sừng băm, thì là, ngò rí, ĂN KÈM:   Salad, cà chua bi, Gia vị:  Đường, dầu ăn, tương ớt xí muội, Hạt nêm Aji-ngon® Heo, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản",,,"Xếp viên chả mực chiên giòn ra dĩa, trình bày thêm với salad, cà bi, ngò rí, khi ăn chấm kèm xốt đã pha.",Trộn thêm bắp non vào nhân để tăng cường rau củ cho món ăn.Làm ráo nước các nguyên liệu trước khi trộn giúp chả mực có độ dai ngon hơn.,,
Cơm chiên kim chi,"Cơm gạo Thái hạt dài: 3 chén, Kimchi (ông Kim,chọn mẻ ngấu nhiều): 1 chén, Thịt bò fillet mềm: 200g, Trứng gà: 4 quả, Hành lá: 2 nhánh, Mè trắng rang: 1M, Tương ớt Hàn Quốc - Gochujang: 1M, Bắp hạt ( bắp Mỹ ) luộc: 1/2 chén, Tỏi băm: 2M, Rong biển khô Hàn Quốc cắt sợi: 1M, Gừng băm: 1m, Gia vị: Dầu ăn, dầu mè Hàn Quốc 1M, Bột ngọt AJI-NO-MOTO®, Nước tương ""Phú Sĩ"", Cơm gạo Thái hạt dài: 3 chén, Kimchi (ông Kim,chọn mẻ ngấu nhiều): 1 chén, Thịt bò fillet mềm: 200g, Trứng gà: 4 quả, Hành lá: 2 nhánh, Mè trắng rang: 1M, Tương ớt Hàn Quốc - Gochujang: 1M, Bắp hạt ( bắp Mỹ ) luộc: 1/2 chén, Tỏi băm: 2M, Rong biển khô Hàn Quốc cắt sợi: 1M, Gừng băm: 1m, Gia vị: Dầu ăn, dầu mè Hàn Quốc 1M, Bột ngọt AJI-NO-MOTO®, Nước tương ""Phú Sĩ""",,"Phi thơm 1M tỏi với dầu ăn cho thịt bò vào xào chín tái trút ra để riêng. Thêm dầu vào chảo tiếp tục phi thơm phần tỏi còn lại với đầu hành.Thêm kimchi, bắp vào xào thơm, thêm3M tương ớt Hàn Quốc, nước kim chi hòa tan đều. Cho cơm, 1m Bột ngọt AJI-NO-MOTO®, 1M Nước tương “Phú Sĩ” vào trộn đều nếm vị vừa ăn, chiên lửa vừa đến khi hạt cơm rám mặt. Cho thịt bò, hành lá, dầu mè vào xốc đều.","Cho cơm ra chén, nén chặt, úp ngược ra đĩa cho trứng ốp la trên trên, rắc ít mè trắng rang và rong biển khô trên cùng. Dùng nóng, chan thêm nước tương tùy vị.","Vắt ráo nước và xào kimchi trước để kimchi được thơm và không bị chua gắt.Cho nước kimchi vào để dễ hòa tan tương ớt hơn, trộn vào cơm sẽ đều hơn.Cho thêm dầu mè sau cùng để giữ được mùi thơm của dầu,tạo mùi đặc trưng món Hàn và hạt cơm sẽ bóng bẩy hơn.",,
Canh hến kim chi,"Hến đã luộc bóc vỏ	150g, Kim chi 			250g, Hành tây 		1/2 củ, Húng quế thái rối	1 chén, Tỏi tép			5 tép, Gia vị: Dầu ăn, Gia vị nêm sẵn Aji-Quick® Lẩu Kim Chi, Hến đã luộc bóc vỏ	150g, Kim chi 			250g, Hành tây 		1/2 củ, Húng quế thái rối	1 chén, Tỏi tép			5 tép, Gia vị: Dầu ăn, Gia vị nêm sẵn Aji-Quick® Lẩu Kim Chi",Hến rửa sạch cát. Kim chi cắt khúc ngắn. Hành tây cắt múi cau. Tỏi tép đập dập.,,"Múc canh hến kim chi ra tô, dùng nóng với cơm hoặc bún.","Xốc hến với dầu phi tỏi giúp thịt hến có mùi thơm hơn.Kiểm tra vị chua của kim chi để khi nấu với Gia vị nêm sẵn Aji-Quick® Lẩu Kim Chi có hương vị phù hợp.Chọn kim chi có vị chua vừa, còn giòn nhẹ giúp món canh ngon hơn.",,
Trăm trứng tiến vua,"Bột nếp     150g, Cồi diệp    50g, Tôm sú lột vỏ, chừa đuôi 50g, Mực lá cắt bông   50g, Trứng gà non    50g, Cà rốt     50g, Bí ngòi vàng, xanh   100g, Hành tím, tỏi bằm   2M, RAU NÊM: Cọng cần tàu cắt nhỏ, tỏi phi., Gia vị: Dầu ăn, muối, tiêu, đường, rượu trắng, tương ớt, ớt bột vẩy, dầu hào, Nước tương ""Phú Sĩ"", Hạt nêm Aji-ngon® Heo, Bột nếp     150g, Cồi diệp    50g, Tôm sú lột vỏ, chừa đuôi 50g, Mực lá cắt bông   50g, Trứng gà non    50g, Cà rốt     50g, Bí ngòi vàng, xanh   100g, Hành tím, tỏi bằm   2M, RAU NÊM: Cọng cần tàu cắt nhỏ, tỏi phi., Gia vị: Dầu ăn, muối, tiêu, đường, rượu trắng, tương ớt, ớt bột vẩy, dầu hào, Nước tương ""Phú Sĩ"", Hạt nêm Aji-ngon® Heo",,,"Cho tất cả ra dĩa, thêm cọng cần tàu lên trên, dùng kèm nước tương và ớt cắt lát.",Ủ để bột nở đều và có độ dẻo sẽ dễ tạo hình hơn.,,
Chả giò Spaghetti,"Mì spaghetti: 15g, Nấm đông cô tươi: 4 tai, Cải thảo: 2 lá, Thịt nguội: 1 lát, Hành lá: 2 cây, Ớt sừng: 1/2 trái, Bánh tráng bò bía tươi: 1/2 gói, Hành, tỏi băm, mè trắng, bột năng, Tiêu, tương ớt, dầu ăn, Hạt nêm Aji-ngon® Heo, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Mì spaghetti: 15g, Nấm đông cô tươi: 4 tai, Cải thảo: 2 lá, Thịt nguội: 1 lát, Hành lá: 2 cây, Ớt sừng: 1/2 trái, Bánh tráng bò bía tươi: 1/2 gói, Hành, tỏi băm, mè trắng, bột năng, Tiêu, tương ớt, dầu ăn, Hạt nêm Aji-ngon® Heo, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản",,,,Làm chín nhân và để nguội trước khi trộn Mayonnaise.Đợi dầu nóng mới chiên chả giò để xốt Mayonnaise Aji-mayo® không bị chảy.,,
Tôm càng đút lò,"Tôm càng: 4 con, Hành tây: 1/2 củ, Nấm rơm: 100g, Phô mai sợi: 100g, Sữa tươi hộp không đường: 200ml, Muối, tiêu, ngò tây, bơ lạt, bột mì, Rượu vang trắng, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Hạt nêm Aji-ngon® Heo, Tôm càng: 4 con, Hành tây: 1/2 củ, Nấm rơm: 100g, Phô mai sợi: 100g, Sữa tươi hộp không đường: 200ml, Muối, tiêu, ngò tây, bơ lạt, bột mì, Rượu vang trắng, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Hạt nêm Aji-ngon® Heo",,,"Lấy tôm nướng ra dĩa, dùng nóng.","Khi làm xốt, cho sữa vào từ từ và khuấy đều để xốt không bị vón cục.",,
Mì Trộn Vị Thái,"Mực: 150g (2 con), Tôm: 150g (4 con), Bông cải xanh: 150g, Cải thìa: 150g, Cà rốt: 100g (1 củ), Sả cây: 1 cây, Tỏi băm: 2M + 1/2m, Mì gói: 3 gói, Trứng gà: 2 quả, Đường: 12g (1M), Bột ngọt: 4g (1m), Dầu ăn: 5g (1M), Gia vị nêm sẵn Aji-Quick® Lẩu Thái, Mực: 150g (2 con), Tôm: 150g (4 con), Bông cải xanh: 150g, Cải thìa: 150g, Cà rốt: 100g (1 củ), Sả cây: 1 cây, Tỏi băm: 2M + 1/2m, Mì gói: 3 gói, Trứng gà: 2 quả, Đường: 12g (1M), Bột ngọt: 4g (1m), Dầu ăn: 5g (1M), Gia vị nêm sẵn Aji-Quick® Lẩu Thái",,,"Cho mì trộn ra đĩa, lần lượt cho tôm, mực, cà rốt, bông cải, cải thìa và đặt trứng lòng đào lên trên cùng. Khi ăn rưới phần xốt còn lại và trộn đều.","Chần sơ rau trước khi xào giúp rau được chín đều và giữ vị giòn.Nấu tan gia vị để khi trộn nguyên liệu thấm đều, món ăn ngon hơn.","THỰC ĐƠN HỖ TRỢ TIM VÀ MẠCH MÁU
1900 kcal. G:P:L=60:18:22​
BỮA ĂN ​ | NĂNG LƯỢNG ​ | MÓN ĂN ​ | THÀNH PHẦN NGUYÊN LIỆU​
Sáng ​​ | 600​​ | Phở bò​ | 1 khẩu phần​
Cà phê – Sữa​ | 1 khẩu phần​
Phụ 1​ | 150​ | Trái cây – Dưa hấu​Bánh quy ​ | 1 khoanh tròn​1 cái​
Trưa​​​​ | 600​​​​ | Cơm​ | 2 chén​
Canh Lươn Bồn Bồn​ | 2/3 khẩu phần​
Sườn Chay Om Nấm Đùi Gà​ | 2/3 khẩu phần​
Tép ruộng xào khế – Bông điên điển​ | 1/2 khẩu phần​
Tối​​ | 550​​ | MÌ TRỘN VỊ THÁI (350 kcal)​ | ​
Pancake Chocolate Trái Cây Nhiệt Đới​ | 1 khẩu phần​",
Gỏi vịt rau rừng,"Ức vịt : 400g, Rau rừng lặt sạch : 200g, Bắp cải bào sợi nhỏ : 100g, Hành tím cắt lát : 20g, Tỏi cắt lát mỏng : 5 tép, Ớt hiểm băm nhỏ : 2 trái, Ớt sừng cắt sợi : 1 trái, Gừng giã nhuyễn : 1/2 củ nhỏ, Dầu phi hành : 1M, Rau quế, ngò gai, Hành phi, đậu phộng, tương xí muội, Đường, muối, nước mắm, Giấm gạo lên men ""Ajinomoto"", Bột ngọt AJI-NO-MOTO®, Ức vịt : 400g, Rau rừng lặt sạch : 200g, Bắp cải bào sợi nhỏ : 100g, Hành tím cắt lát : 20g, Tỏi cắt lát mỏng : 5 tép, Ớt hiểm băm nhỏ : 2 trái, Ớt sừng cắt sợi : 1 trái, Gừng giã nhuyễn : 1/2 củ nhỏ, Dầu phi hành : 1M, Rau quế, ngò gai, Hành phi, đậu phộng, tương xí muội, Đường, muối, nước mắm, Giấm gạo lên men ""Ajinomoto"", Bột ngọt AJI-NO-MOTO®",,,,"Chọn rau rừng thơm, có vị chua, vị chát (như lá cóc, lộc vừng, quế vị…) để tạo nhiều hương vị cho món gỏi.Trộn thịt vịt riêng với nước trộn gỏi để món gỏi thấm vị đều hơn.",,
Salad khoai tây thịt gà,"Khoai tây: 200g, Thịt gà má đùi: 1 cái, Hành tây: 1/4 củ, Dưa nụ  ngâm chua: 2 trái, Dưa leo: 1/2 trái, Cà rốt: 1/4 củ, Ngò rí, Muối, tiêu, hành tỏi băm, dầu ăn, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Nước tương ""Phú Sĩ"", Hạt nêm Aji-ngon® Gà, Khoai tây: 200g, Thịt gà má đùi: 1 cái, Hành tây: 1/4 củ, Dưa nụ  ngâm chua: 2 trái, Dưa leo: 1/2 trái, Cà rốt: 1/4 củ, Ngò rí, Muối, tiêu, hành tỏi băm, dầu ăn, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Nước tương ""Phú Sĩ"", Hạt nêm Aji-ngon® Gà",,,,"Tất cả nguyên liệu sau khi sơ chế xong cho vào tủ mát để salad được giòn ngon.Áp chảo gà, cho phần da gà xuống dưới, để loại bỏ bớt mỡ.",,
Sườn non kho khế,"Sườn non: 600g, Nước dừa xiêm: 1 chén, Khế chua: 3 trái, ot hiểm: 2 trái, Ớt sừng: 1 trái, Sả băm: 1M, Ớt băm: 1M, Hành lá, Đường, tiêu, dầu ăn, nước mắm, dầu điều, muối, Hạt nêm Aji-ngon® Heo, Sườn non: 600g, Nước dừa xiêm: 1 chén, Khế chua: 3 trái, ot hiểm: 2 trái, Ớt sừng: 1 trái, Sả băm: 1M, Ớt băm: 1M, Hành lá, Đường, tiêu, dầu ăn, nước mắm, dầu điều, muối, Hạt nêm Aji-ngon® Heo",,,,"Chọn sườn heo ít xương, dày thịt, ít mỡ, có sụn.Thắng caramen trước khi cho gia vị tỏi, sả, ớt vào giúp gia vị thơm mà không bị cháy.",,
Nghêu kho gừng,"Thịt nghêu 500g, Gừng non 1 củ, Rượu trắng 2M, Mè trắng rang 1M, Đường, nước màu, dầu ăn, Bột ngọt AJI-NO-MOTO®, Nước tương ""Phú Sĩ"", Thịt nghêu 500g, Gừng non 1 củ, Rượu trắng 2M, Mè trắng rang 1M, Đường, nước màu, dầu ăn, Bột ngọt AJI-NO-MOTO®, Nước tương ""Phú Sĩ""",,"Đun sôi 1/4 chén nước tương “Phú Sĩ”, 1m bột ngọt AJI-NO-MOTO®, 2M đường, 1/2 chén nước, 1/2m nước màu, 2M rượu trắng, 2M dầu. Cho nghêu vào kho 10 phút, rồi cho gừng vào kho thêm 5 phút đến khi nước kho sánh sệt. Nếm vị ngọt, đậm đà, sau cùng cho mè vào đảo đều.",Dùng nóng với rau luộc và cơm hoặc cháo trắng hay xôi trắng.,Cho gừng vào sau cùng để món ăn được thơm.,,
